px,py,category1,category2,category3
3.15259201104862,4.085141487471224,2,2,1
0.4544226314946725,1.2405201726731347,2,1,1
2.4105991489611407,4.05070046503424,2,2,2
-1.8059753277816903,-0.8969757668240458,1,1,3
2.4312607633090773,3.7208769047957997,2,2,2
6.743954031540369,5.233931219334009,2,2,2
2.5547000195402347,4.427007357303584,1,2,1
1.861732278516453,4.077792639677538,1,2,2
0.1268448544681912,-1.0503178202626888,2,1,2
-0.05305179346017452,-1.2261871962610011,2,1,1
5.46162582563546,4.260761045257422,2,2,2
3.374489342295338,3.2718772958811284,2,2,1
-0.3840542742068474,0.006959914678754722,1,1,3
3.7175692012678225,3.0445917911591716,2,2,3
0.18877728287948944,-0.20861001219325165,2,1,3
3.437750416065772,3.218532051471884,2,2,3
2.834999982331899,3.1951052479872866,2,2,3
-1.5183692568353748,0.1621589300979927,1,1,2
-0.19038364369463778,0.8618477291499892,2,1,3
3.552011340798727,5.218643819491444,1,2,1
5.000343100951517,2.4464705448552833,1,2,3
3.1734113278575293,3.937742427555909,1,2,1
-0.9990876949831345,-1.4114208618483581,2,1,2
4.105052358824338,4.611723283528637,2,2,3
0.7521111312323407,-1.2671262161673504,1,1,3
1.4549112575056775,-0.3466980033287851,2,1,1
3.108492180834604,3.8576733860031345,1,2,3
3.0274757306239986,5.347078779243036,1,2,3
1.5769800929059397,1.0490995109701324,2,1,2
1.1332138256667241,1.2693062297582145,2,1,1
0.43742425561348447,0.4663214926206115,1,1,1
0.16825117033628673,-0.6230687024911296,2,1,3
2.1879748274460193,-1.107168066534307,2,1,3
0.3130075730662978,2.0043646685286665,1,1,2
-0.18184353493278635,-1.8635211317067875,1,1,2
-0.682748080417796,0.9057819888192062,1,1,1
3.315433575000696,4.274881055881704,2,2,2
-0.20145359289972822,1.263217131488966,2,1,2
4.189050724034443,3.2162965190082784,1,2,1
4.509849630418104,2.501259451395992,2,2,1
-0.5814044520522175,-0.3482065026644192,1,1,1
2.0842650203412543,3.564423496084682,1,2,1
-0.11003738016914524,0.0909903103318636,1,1,3
-1.5742865285936274,-1.666930515651713,1,1,1
1.0336398359997128,-0.2613926777734531,2,1,1
2.794610986250291,4.2947249503403535,2,2,3
3.9429850922292027,3.1930299723875466,1,2,2
4.283399309075183,2.375894186414636,2,2,2
3.4492395666671,3.36203206597479,2,2,3
1.062320088689256,1.638580071758658,2,1,3
1.062769539382152,1.0013243777117427,2,1,2
0.325128047747146,-0.19772784228658594,2,1,2
-0.4243797324447884,0.5424038137359146,2,1,1
3.204276531404428,3.787919757331575,1,2,3
3.789999051942507,4.293052007977305,2,2,1
4.004479352264227,3.247654757412877,2,2,2
-0.10578950475987484,1.6734643328165375,2,1,1
0.6082678016108141,0.1912215788322957,1,1,1
1.3518495164121962,1.10459304644895,1,1,3
1.6014506179678474,4.669716421765685,1,2,2
0.7646258298343228,0.4850970519271484,2,1,3
-0.46863388938687944,0.5425938274805595,1,1,1
4.532923230886451,3.135544875377356,2,2,2
5.306058022678882,5.905815073562154,1,2,1
3.747474446178749,2.837875048510391,1,2,3
3.49566125513034,2.246057616662519,1,2,2
-1.7014477890420767,0.5756216120116349,1,1,2
1.932240281025982,-0.7779556192291314,1,1,1
0.4102478515312149,-0.5101049120435293,1,1,3
4.24237747788103,5.122753604572334,2,2,1
3.1669697788897078,4.131950573386114,1,2,2
2.3869342658276453,2.7364571270853717,1,2,1
5.233071097440794,1.7787989079997941,2,2,3
4.807429979442206,2.9507027876562524,2,2,3
3.101973015631806,3.496048170148191,2,2,2
4.379066432515867,4.207073887569589,1,2,3
4.004370866203723,4.621494179646571,1,2,2
4.892875889107435,4.041068941176041,2,2,1
4.03447854993203,4.788203209044824,2,2,3
4.636555538869574,4.750449346437381,2,2,2
1.9849787190807273,3.9935536064527146,2,2,3
2.953704319569024,4.192941706318824,1,2,3
-1.0306291310129754,0.1671196336452237,1,1,3
4.945569100064895,4.541585384112812,2,2,1
-0.23943217606681355,0.03854506455186942,2,1,2
0.18568697566512699,-0.8927177592953631,1,1,3
-0.32980593369958666,-0.8256280099245842,2,1,3
1.0032250680322605,-0.7763205773937382,2,1,1
0.4594342029368759,-0.49798521419483543,2,1,2
-0.2940923359229535,-0.7627478929327386,1,1,1
-0.812594963435083,2.1385547753520204,2,1,2
0.29491576503179956,0.13818055049158914,1,1,3
1.7957496530768369,3.453456687997341,1,2,3
2.750680449132597,2.7815984912978724,1,2,2
5.210654466790461,4.16406093908336,2,2,1
0.34455307568085913,-2.211255767551421,1,1,3
-2.3890573527700867,0.24214299661053504,2,1,2
5.10022184619338,5.004151427935931,2,2,1
3.482594040296151,3.407087859134447,2,2,1
-0.4330107273006945,0.1485043299775411,1,1,3
0.2770421360973762,-0.7181470601419085,1,1,1
2.5476896480523568,6.055238305033455,2,2,3
-1.0690538648329584,-0.09965970871808441,1,1,3
4.733018601199356,4.932155282975106,1,2,2
3.3175041366776377,3.8288845630780197,2,2,2
-1.068748470894582,0.8356002971211822,1,1,2
3.105743435502397,2.9553370378741715,2,2,3
3.454889502874777,4.755716347527057,2,2,3
-1.9325339464511204,-1.3141188914806032,1,1,2
3.3367788600786925,3.7777737746549205,2,2,2
3.371231247418579,4.121632345299186,2,2,2
0.7867674660756501,-0.07526121438688091,2,1,2
2.758886589376875,4.89429347266515,1,2,2
-0.14119288249453885,-0.0606038501834132,2,1,2
-0.8590525019918756,0.07276003549382688,1,1,2
-0.8026774716139727,-1.2504523180452012,2,1,3
0.22609581977410634,0.6740400500087085,2,1,1
0.7644084374285741,0.3897819252534564,2,1,1
3.8863620766096885,3.65646428553296,1,2,3
3.845347883476221,4.5218332475361835,1,2,3
1.1699049002692925,-0.8788698418301579,2,1,3
2.0268835982935665,0.7394565512732726,1,1,3
2.8915683836040666,3.8908953157549657,2,2,2
-0.9072121389562289,-1.7113888273056663,1,1,3
3.53858370848307,4.470280471336368,2,2,1
3.7741359654060043,2.9229154986329844,1,2,3
0.3891475965040429,1.0444976066135678,2,1,3
4.6963948178503445,3.3679424067276984,1,2,1
6.847844184244181,5.412839374035514,2,2,2
-1.0385684436433236,-1.418378804853752,1,1,1
-1.657598703593137,-1.3338568110136089,1,1,1
-0.49583478864205854,-2.5843584212411064,2,1,3
4.521703839100956,1.554105824013432,1,2,1
-1.2180455922530367,-1.1255864555951511,2,1,3
4.174348108170094,3.3954977932618347,1,2,3
-1.6056817182737684,-0.07820929175574795,1,1,1
5.409934949982773,4.333624011241063,1,2,2
1.415426329095738,-0.05016107353878762,1,1,2
5.17012999783267,3.2673112643160995,1,2,3
-0.1524478957899785,-0.8447181210420514,1,1,3
0.913512252532983,-1.6955738318725257,1,1,1
1.1263424689332395,-0.3121526590898791,1,1,3
4.367162929831339,3.5790773808596095,2,2,1
6.543923844702505,4.770359194399376,1,2,3
-1.2468538048288005,-0.07776585427273539,2,1,1
-1.8250004697533344,1.5707172937775122,2,1,3
-0.2514104080882541,1.5712529801263735,1,1,3
-0.9348918190813538,0.10480577148679218,1,1,1
2.771298017797904,3.7319795119746266,1,2,3
3.8441403465865553,4.65672375976668,1,2,3
-0.5458285225602296,-0.9450298862419774,1,1,3
4.140717140320325,3.199643202510177,1,2,3
3.0251130021280908,3.693608087684269,1,2,3
2.87047850396914,1.2189434890655808,1,1,2
-2.2237263381916694,1.0119990376074914,2,1,1
3.128087986153863,4.8835124467316255,2,2,2
4.7984456208670725,2.633006539207143,2,2,2
3.426371157011111,3.1123469439343507,1,2,1
3.677234016597413,2.387588618300608,2,2,1
-0.015122099737227328,-1.3585873601816965,1,1,2
-0.823818151305261,-1.4401557187008924,2,1,2
0.3257389405819552,-0.6627738325782404,1,1,1
4.881668859001915,2.7029178320525955,2,2,1
3.061044978401611,2.1519572065496986,1,2,1
3.360320612703516,4.61095800209721,1,2,2
1.1479765709711205,-0.23028947290273646,2,1,2
-0.07430086910388253,0.7509583473500486,1,1,3
-1.3075037219431758,-0.4801179746218391,1,1,1
3.073009195917196,6.199474481211075,1,2,3
3.0701583822563165,5.032850553351808,2,2,1
-0.5076582665635255,-0.7632711493154366,2,1,2
3.7653958475955513,4.175106960301394,2,2,2
-0.14105842088471163,-0.4309148110029014,1,1,2
4.662034344617819,4.467857630644475,2,2,1
0.43512389362068393,0.03936434013547838,1,1,1
0.5503321867267615,1.756796488003906,2,1,2
4.664481674499213,4.16349395113461,2,2,2
4.340433676476642,4.169716983084101,1,2,1
-0.7010400675991275,1.8393485518349066,1,1,2
0.49482229891799745,0.03359497056583906,1,1,3
-1.884987819412628,0.991245560274303,2,1,1
5.0101832322563755,3.8885235919996686,2,2,1
4.365732197735832,3.649937452219159,2,2,2
-1.625151251913483,1.6571314426133987,1,1,3
3.4057238625338875,2.8562140725883927,1,2,3
